ts_code,fund_name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market,C_flg
011504.OF,上银丰益A,上银基金,兴业银行,混合型,20210428,,,20210205,,0.0632,0.6,0.1,,1.0,0.001,,中债综合全价指数收益率*80%+沪深300指数收益率*20%,L,混合型,契约型开放式,,20210531,20210531,O,0
010646.OF,融通价值趋势A,融通基金,招商银行,混合型,20210428,,,20210329,,0.7866,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*55%+中证香港100指数收益率*20%+中债综合全价(总值)指数收益率*20%+中国战略新兴产业成份指数收益率*5%,L,混合型,契约型开放式,,20210527,20210527,O,0
010624.OF,富国稳健增长A,富国基金,中国建设银行,混合型,20210428,,,20210406,,12.6601,1.2,0.2,,1.0,0.001,,沪深300指数收益率*65%+中债综合全价指数收益率*25%+恒生指数收益率(使用估值汇率折算)*10%,L,混合型,契约型开放式,,20210628,20210628,O,0
011233.OF,泰康福泰平衡养老FOFA,泰康基金,招商银行,混合型,20210428,,,20210406,,10.9436,0.8,0.2,,1.0,0.0001,,沪深300指数收益率*50%+中债新综合全价(总值)指数收益率*45%+金融机构人民币活期存款利率(税后)*5%,L,混合型,契约型开放式,,20210709,20240429,O,0
011500.OF,九泰量化新兴产业,九泰基金,宁波银行,混合型,20210428,,,20210329,,2.2311,1.5,0.15,,1.0,0.001,,中证新兴产业指数收益率*70%+中债综合指数(全价)收益率*30%,L,混合型,契约型开放式,,20210528,20210528,O,0
011779.OF,易方达稳泰一年持有A,易方达基金,中国建设银行,混合型,20210427,,,20210408,,8.9832,0.55,0.1,,1.0,0.0001,,中债新综合指数(财富)收益率*90%+沪深300指数收益率*8%+中证港股通综合指数收益率*2%,L,混合型,契约型开放式,,20210506,20220426,O,0
011777.OF,易方达稳健增长A,易方达基金,中国银行,混合型,20210427,,,20210401,,19.8996,1.2,0.2,,1.0,0.0001,,中债总指数收益率*60%+沪深300指数收益率*30%+中证港股通综合指数收益率*10%,L,混合型,契约型开放式,,20210706,20210706,O,0
011506.OF,建信高端装备A,建信基金,光大证券,股票型,20210427,,,20210412,,2.3606,1.5,0.25,,1.0,0.001,,中证高端装备制造指数收益率*75%+中证全债指数收益率*15%+中证港股通综合指数收益率*10%,L,股票型,契约型开放式,,20210719,20210719,O,0
011518.OF,嘉实价值臻选,嘉实基金,宁波银行,混合型,20210427,,,20210412,,44.1606,1.2,0.2,,1.0,0.0001,,沪深300指数收益率*65%+中债综合财富指数收益率*20%+恒生指数收益率*15%,L,混合型,契约型开放式,,20210726,20210726,O,0
011338.OF,兴全合远两年持有A,兴证全球基金,招商银行,混合型,20210427,,,20210419,,38.5565,1.2,0.2,,1.0,0.0001,,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合(全价)指数收益率*20%,L,混合型,契约型开放式,,20210720,20230427,O,0
011752.OF,广发核心优选六个月持有A,广发基金,中国民生银行,混合型,20210427,,,20210421,,61.7616,1.0,0.2,,1.0,0.0001,,中证800指数收益率*50%+中债-综合全价(总值)指数收益率*50%,L,混合型,契约型开放式,,20210527,20211027,O,0
011800.OF,申万菱信价值精选A,申万菱信基金,中国农业银行,混合型,20210427,,,20210407,,4.7794,1.5,0.25,,1.0,0.0001,,中证800指数收益率*70%+中证综合债指数收益率*20%+恒生指数收益率*10%,L,混合型,契约型开放式,,20210527,20210527,O,0
011534.OF,万家民瑞祥明6个月持有A,万家基金,中国民生银行,混合型,20210427,,,20210412,,6.1601,0.8,0.15,,1.0,0.001,,中债新综合指数(全价)收益率*85%+沪深300指数收益率*10%+恒生指数收益率*5%,L,混合型,契约型开放式,,20210726,20211027,O,0
011698.OF,南方均衡回报A,南方基金,交通银行,混合型,20210427,,,20210406,,11.2128,1.0,0.2,,1.0,0.0001,,上证国债指数收益率*50%+沪深300指数收益率*40%+中证港股通综合指数(人民币)收益率*10%,L,混合型,契约型开放式,,20210726,20210726,O,0
011442.OF,创金合信鑫瑞A,创金合信基金,华夏银行,混合型,20210426,,,20210205,,0.0022,0.8,0.1,,1.0,0.001,,中债综合指数收益率*80%+沪深300指数收益率*20%,L,混合型,契约型开放式,,20210526,20210526,O,0
011932.OF,工银战略远见A,工银瑞信基金,招商银行,混合型,20210426,,,20210408,,60.4426,1.2,0.2,,1.0,0.0001,,中证800指数收益率*75%+中债综合财富(总值)指数收益率*20%+恒生指数收益率(经汇率调整)*5%,L,混合型,契约型开放式,,20210521,20210521,O,0
910021.OF,东方红启华三年持有A,东证资管,招商银行,混合型,20210422,,,20210422,,,0.8,0.2,,1.0,,,沪深300指数收益率*70%+中债综合指数收益率*20%+恒生指数收益率(经汇率估值调整)*10%,L,混合型,契约型开放式,,,20210422,O,0
010940.OF,大成安享得利六个月持有A,大成基金,中国农业银行,混合型,20210422,,,20210406,,3.0277,0.5,0.1,,1.0,0.0001,,中证综合债券指数收益率*80%+沪深300指数收益率*10%+恒生指数收益率*5%+金融机构人民币活期存款利率(税后)*5%,L,混合型,契约型开放式,,20210719,20211022,O,0
011851.OF,天弘先进制造A,天弘基金,中国农业银行,混合型,20210422,,,20210401,,5.7458,1.2,0.2,,1.0,0.001,,申银万国制造业指数收益率*70%+中证全债指数收益率*25%+恒生指数收益率(经汇率调整)*5%,L,混合型,契约型开放式,,20210720,20210720,O,0
910004.OF,东方红启恒三年持有A,东证资管,中国工商银行,混合型,20210421,,,20210421,,,0.0,0.2,,1.0,,,沪深300指数收益率*70%+中债综合指数收益率*20%+恒生指数收益率(经汇率估值调整)*10%,L,混合型,契约型开放式,,,20210421,O,0
011694.OF,华泰紫金信息科技6个月定开A,华泰证券资管,交通银行,混合型,20210421,,,20210329,,2.7626,1.2,0.2,,1.0,0.0001,,中国战略新兴产业成份指数收益率*60%+中证沪港深互联互通TMT指数收益率*20%+中证全债指数收益率*20%,L,混合型,契约型开放式,,20211008,20211008,O,0
011783.OF,泓德睿源三年持有,泓德基金,招商银行,混合型,20210421,,,20210413,,46.0959,1.5,0.25,,1.0,0.01,,中证800指数收益率*70%+中国债券综合全价指数收益率*20%+中证港股通综合指数收益率*10%,L,灵活配置型,契约型开放式,,20210708,,O,0
010896.OF,太平价值增长A,太平基金,中信银行,股票型,20210421,,,20210315,,0.2634,1.2,0.2,,1.0,0.0001,,沪深300指数收益率*80%+上证国债指数收益率*20%,L,股票型,契约型开放式,,20210521,20210521,O,0
011181.OF,长盛成长龙头A,长盛基金,中国农业银行,混合型,20210421,,,20210310,,2.2329,1.5,0.25,,1.0,0.0001,,中证800成长指数收益率*70%+中证综合债指数收益率*20%+恒生综合指数收益率*10%,L,混合型,契约型开放式,,20210716,20210716,O,0
011856.OF,安信均衡成长18个月持有A,安信基金,中国农业银行,混合型,20210421,,,20210406,,5.9261,1.5,0.25,,1.0,0.0001,,中证800指数收益率*70%+中债新综合全价(总值)指数收益率*15%+恒生指数收益率(经汇率调整)*10%+人民币活期存款利率(税后)*5%,L,混合型,契约型开放式,,20210719,20221021,O,0
011740.OF,博时成长精选A,博时基金,中信银行,混合型,20210420,,,20210413,,12.3903,1.2,0.2,,1.0,0.001,,中证800指数收益率*70%+中债综合财富(总值)指数收益率*20%+中证港股通综合指数收益率*10%,L,混合型,契约型开放式,,20210720,20210720,O,0
011170.OF,宝盈智慧生活A,宝盈基金,招商银行,混合型,20210420,,,20210318,,1.5832,1.5,0.25,,1.0,0.0001,,中证800指数收益率*60%+中证港股通综合指数(人民币)收益率*20%+商业银行人民币活期存款利率(税后)*20%,L,混合型,契约型开放式,,20210520,20210520,O,0
011194.OF,广发睿铭两年持有A,广发基金,中国光大银行,混合型,20210420,,,20210407,,13.9378,1.2,0.2,,1.0,0.0001,,沪深300指数收益率*40%+中证全债指数收益率*40%+人民币计价的恒生指数收益率*20%,L,混合型,契约型开放式,,20210520,20230420,O,0
011450.OF,招商企业优选A,招商基金,浦发银行,混合型,20210420,,,20210406,,20.3925,1.2,0.2,,1.0,0.0001,,沪深300指数收益率*60%+中债综合(全价)指数收益率*30%+恒生综合指数收益率(经汇率调整后)*10%,L,混合型,契约型开放式,,20210702,20210702,O,0
011696.OF,南方浩睿进取京选3个月持有A,南方基金,招商银行,混合型,20210420,,,20210407,,10.9569,1.0,0.2,,1.0,0.0001,,万得偏股混合型基金指数收益率*90%+上证国债指数收益率*10%,L,混合型,契约型开放式,,20210520,20210720,O,0
010971.OF,华夏永鑫六个月持有A,华夏基金,中国农业银行,混合型,20210420,,,20210401,,9.7273,0.5,0.1,,1.0,0.0001,,中债综合指数收益率*80%+沪深300指数收益率*20%,L,混合型,契约型开放式,,20210513,,O,0
010692.OF,华夏核心价值A,华夏基金,中国民生银行,混合型,20210420,,,20210406,,3.6974,1.2,0.2,,1.0,0.0001,,中证800指数收益率*60%+中证港股通综合指数收益率*20%+上证国债指数收益率*20%,L,混合型,契约型开放式,,20210624,20210624,O,0
011684.OF,平安养老2045五年,平安基金,平安银行,混合型,20210420,,,20210309,,0.1291,0.6,0.12,,1.0,0.001,,中证平安2045退休宝指数收益率*95%+同期银行活期存款利率*5%,L,混合型,契约型开放式,,20210520,20260420,O,0
011290.OF,前海联合添瑞一年持有A,新疆前海联合基金,中国邮政储蓄银行,混合型,20210420,,,20210222,,2.0093,0.8,0.2,,1.0,0.0001,,中债综合全价指数收益率*80%+沪深300指数收益率*20%,L,混合型,契约型开放式,,20210715,20220420,O,0
010381.OF,浙商智选价值A,浙商基金,招商银行,混合型,20210416,,,20210324,,2.4717,1.2,0.2,,1.0,0.0001,,沪深300指数收益率*50%+恒生指数收益率*30%+中债综合指数收益率*20%,L,混合型,契约型开放式,,20210715,20210715,O,0
010469.OF,圆信永丰聚优A,圆信永丰基金,中国建设银行,股票型,20210416,,,20210401,,18.7472,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*75%+上证国债指数收益率*20%+恒生指数收益率*5%,L,股票型,契约型开放式,,20210715,20210715,O,0
011514.OF,中海海誉A,中海基金,中国银行,混合型,20210415,,,20210309,,2.1289,1.0,0.25,,1.0,0.0001,,中证全债指数收益率*80%+沪深300指数收益率*20%,L,混合型,契约型开放式,,20210609,20210609,O,0
010421.OF,海富通消费优选A,海富通基金,招商银行,混合型,20210414,,,20210308,,2.7331,1.5,0.25,,1.0,0.001,,中证内地消费主题指数收益率*80%+中证全债指数收益率*20%,L,混合型,契约型开放式,,20210713,20210713,O,0
011446.OF,长江新能源产业A,长江资管,交通银行,混合型,20210414,,,20210322,,3.3119,1.2,0.2,,1.0,0.001,,中证新能源产业指数收益率*70%+中债总指数收益率*30%,L,混合型,契约型开放式,,20210712,20210712,O,0
010074.OF,南方誉隆一年持有A,南方基金,中国建设银行,混合型,20210413,,,20210205,,2.9606,1.0,0.2,,1.0,0.0001,,中债综合指数收益率*85%+中证800指数收益率*10%+中证港股通综合指数(人民币)收益率*5%,L,混合型,契约型开放式,,20210712,20220413,O,0
004657.OF,金鹰民富收益A,金鹰基金,中国民生银行,混合型,20210413,,,20210326,,5.7446,0.8,0.15,,1.0,0.0001,,中债总财富(总值)收益率*80%+沪深300指数收益率*20%,L,混合型,契约型开放式,,20210618,20210618,O,0
010442.OF,东方红启盛三年持有B,东证资管,中国工商银行,混合型,20210412,,,20210412,,,1.2,0.2,,1.0,,,沪深300指数收益率*55%+恒生指数收益率(经汇率估值调整)*20%+中国债券总指数收益率*20%+中国战略新兴产业成份指数收益率*5%,L,混合型,契约型开放式,,20210708,,O,0
010714.OF,东方红远见价值A,东证资管,招商银行,混合型,20210412,,,20210324,,22.4989,1.2,0.2,,1.0,0.001,,沪深300指数收益率*60%+恒生指数收益率(经汇率估值调整)*20%+中债综合指数收益率*20%,L,混合型,契约型开放式,,20210709,20210709,O,0
910006.OF,东方红启盛三年持有A,东证资管,中国工商银行,混合型,20210412,,,20210412,,,0.8,0.2,,1.0,,,沪深300指数收益率*55%+恒生指数收益率(经汇率估值调整)*20%+中国债券总指数收益率*20%+中国战略新兴产业成份指数收益率*5%,L,混合型,契约型开放式,,,20210412,O,0
011598.OF,信澳医药健康,信达澳亚基金,中国建设银行,混合型,20210409,,,20210324,,8.1776,1.5,0.25,,1.0,0.001,,中证医药卫生指数收益率*90%+中证港股通综合指数收益率*5%+银行活期存款利率(税后)*5%,L,混合型,契约型开放式,,20210607,20210607,O,0
011347.OF,易方达宁易一年持有A,易方达基金,宁波银行,混合型,20210409,,,20210322,,11.8922,0.7,0.15,,1.0,0.0001,,中债新综合指数(财富)收益率*85%+沪深300指数收益率*12%+中证港股通综合指数收益率*3%,L,混合型,契约型开放式,,20220408,20220408,O,0
011512.OF,天弘中证新能源汽车A,天弘基金,中国民生银行,股票型,20210409,,,20210324,,0.1449,0.5,0.1,,1.0,0.001,,中证新能源汽车指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20210426,20210426,O,0
010447.OF,中邮未来成长A,中邮基金,浙商银行,混合型,20210408,,,20210301,,0.7737,1.5,0.25,,1.0,0.01,,沪深300指数收益率*60%+中债综合全价指数收益率*35%+恒生综合指数收益率(经汇率估值调整)*5%,L,混合型,契约型开放式,,20210510,20210510,O,0
011273.OF,泰信景气驱动12个月持有A,泰信基金,兴业银行,混合型,20210408,,,20210222,,1.5274,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+中证全债指数收益率*40%,L,混合型,契约型开放式,,20210513,20220408,O,0
011002.OF,同泰大健康主题A,同泰基金,兴业银行,混合型,20210408,,,20210318,,0.3327,1.5,0.2,,1.0,0.001,,中证健康产业指数收益率*80%+一年期人民币定期存款利率(税后)*20%,L,混合型,契约型开放式,,20210512,20210512,O,0
011667.OF,东财中证高端装备制造指数增强A,西藏东财基金,光大证券,股票型,20210408,,,20210325,,1.3223,1.2,0.1,,1.0,0.0001,,中证高端装备制造指数收益率*95%+银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20210423,20210423,O,0
011369.OF,华商均衡成长A,华商基金,中国建设银行,混合型,20210408,,,20210322,,7.6918,1.2,0.2,,1.0,0.0001,,中证800相对成长指数收益率*80%+中债-综合全价(总值)指数收益率*20%,L,混合型,契约型开放式,,20210610,20210610,O,0
010799.OF,长城优选稳进六个月持有A,长城基金,中国建设银行,混合型,20210407,,,20210316,,7.9234,0.8,0.2,,1.0,0.001,,中债综合财富指数收益率*75%+中证800指数收益率*20%+中证港股通综合指数收益率(使用估值汇率折算)*5%,L,混合型,契约型开放式,,20210513,20211008,O,0
011064.OF,南方誉享一年持有A,南方基金,中信银行,混合型,20210407,,,20210325,,24.4975,0.8,0.15,,1.0,0.0001,,中债综合指数收益率*85%+中证800指数收益率*10%+中证港股通综合指数(人民币)收益率*5%,L,混合型,契约型开放式,,20210705,20220407,O,0
011293.OF,中金恒远一年持有,中金基金,中国光大银行,混合型,20210407,,,20210315,,2.1542,0.8,0.15,,1.0,0.001,,中债-综合全价(总值)指数收益率*70%+沪深300指数收益率*25%+恒生指数收益率(使用估值汇率调整)*5%,L,混合型,契约型开放式,,20210421,20220407,O,0
011767.OF,泰康合润A,泰康基金,招商银行,混合型,20210407,,,20210322,,12.4613,1.2,0.2,,1.0,0.001,,中债新综合全价(总值)指数收益率*80%+沪深300指数收益率*10%+恒生指数收益率*5%+金融机构人民币活期存款利率(税后)*5%,L,混合型,契约型开放式,,20210705,20210705,O,0
008154.OF,嘉实中证医药健康100策略ETF联接A,嘉实基金,中国银行,股票型,20210406,,,20210129,,0.1078,0.5,0.1,,1.0,0.0001,,中证医药健康100策略指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20210413,20210413,O,0
010785.OF,博时创业板A,博时基金,招商银行,股票型,20210402,,,20210123,,0.0433,0.5,0.15,,1.0,0.001,,创业板指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20210430,20210430,O,0
164826.OF,工银创业板两年定开A,工银瑞信基金,中国农业银行,混合型,20210402,,,20210224,,1.9973,1.2,0.2,,1.0,0.0001,,创业板指数收益率*75%+中债综合财富(总值)指数收益率*20%+恒生指数收益率*5%,L,混合型,契约型开放式,,20230403,20230403,O,0
